priority,account_type,dr_cr,bank,match_type,keyword,min_prefix_len,counterparty,product_type,exclude_pattern
90,credit card,credit,banksa,regex,(PAYMENT\s+[-]\s+BPAY|CREDIT\s+CARD\s+PAYMENT),0,BANKSA Credit Card Repayment,bank,
90,-,debit,*,regex,BOM\s+CARDS?,0,BOM Credit Card Repayment,bank,
90,credit card,credit,bom,regex,CREDIT\s+CARD\s+PAYMENT\s+INTERNET\s+PAYMENT,0,BOM Credit Card Repayment,bank,
90,-,debit,*,regex,BOQ\s+(CARDS?|VISA),0,BOQ Credit Card Repayment,bank,
90,credit card,credit,boq,regex,\d+\s+PAYMENT\s+IB2-\d+,0,BOQ Credit Card Repayment,bank,
90,-,debit,*,regex,CLASSIC\s+PLUS\s+CARD|PAYPAL\s+REW,0,Citibank Credit Card Repayment,bank,
90,-,debit,*,regex,DINERS\s+CLUB,0,Diners Club Credit Card Repayment,bank,
90,-,debit,*,regex,(GEM\s+VISA|LATITUDE\s+GEM),0,Gem Credit Card Repayment,bank,
90,-,debit,*,regex,HERITAGE\s+CARDS?,0,HERITAGE Credit Card Repayment,bank,
90,savings,debit,*,regex,HERITAGE\s+CARDS?,0,HERITAGE Credit Card Repayment,bank,
90,-,debit,*,regex,HSBC\s+(CARDS?|CREDITCARD),0,HSBC Credit Card Repayment,bank,
90,-,debit,*,regex,(ONCE\s+CREDIT|SKYE\s+MASTE),0,Humm90 Credit Card Repayment,bank,
90,-,debit,*,regex,(KOGAN\s+MONEY|CREDIT\s+CRD),0,Kogan Credit Card Repayment,bank,
90,-,debit,*,regex,(GREAT\s+SOUTHERN\s+BANK|GSB\s+CREDIT\s+REPAY),0,Great Southern Bank Credit Card Repayment,bank,
90,-,debit,macquarie,regex,(\bMACQUARIE\b|MBL\s+CARD),0,MACQUARIE Credit Card Repayment,bank,
90,-,debit,*,regex,(MEMBERS\s+EQUITY|ME\s+BANK),0,MEBANK Credit Card Repayment,bank,
90,-,debit,newcastle,regex,(MB\s+TFR\s+TO|\bNEWCASTLE\b),0,NEWCASTLE Credit Card Repayment,bank,
90,-,debit,*,regex,MYER.*(CREDIT\s+CARD)|(CREDIT\s+CARD).*MYER,0,Myer Credit Card Repayment,bank,
90,-,debit,*,regex,QANTAS.*(CREDIT\s+CARD|MASTERCARD)|BW\s+QANTAS,0,Qantas Credit Card Repayment,bank,
90,-,debit,*,regex,\bQUDOS\b,0,Qudos Credit Card Repayment,bank,
90,-,debit,*,regex,VIRGIN\s+MONEY,0,Virgin Money Credit Card Repayment,bank,
90,-,debit,*,regex,HARRIS\s+SCARFE.*(CREDIT|CARD|MASTERCARD|VISA),0,Harris Scarfe Credit Card Repayment,bank,
90,-,debit,*,regex,\bFARMLANDS\b,0,Farmlands Card Repayment,bank,
90,-,debit,*,regex,FLEXICARD|CBA\s+A/C\s+NETBANK\s+Q\s+CARD,0,FlexiCards Credit Card Repayment,bank,
90,-,debit,*,regex,LOWES?[- ]*MENSWEAR.*BPAY|BPAY.*LOWES?[- ]*MENSWEAR|LOWES-MENS|ZERO\s+CARD.*LOWES,0,Lowes Zero Card,bank,
90,-,debit,*,regex,PURPLE\s+CARD,0,SBS Money,bank,
80,-,debit,*,regex,Osko\s+Payment.*Credit\s+card,0,Miscellaneous Credit Card Repayments,bank,
80,-,debit,*,regex,Internet\s+Withdrawal.*To\s+\d{4}X+\d{4},0,Miscellaneous Credit Card Repayments,bank,
80,-,debit,*,regex,(CREDIT\s+CARD\s+(PAYMENT|REPAYMENT(?!\s+PROTECTION))|CC\s+(PAYMENT|REPAYMENT(?!\s+PROTECTION))|CARD\s+REPAYMENT(?!\s+PROTECTION)),0,Miscellaneous Credit Card Repayments,bank,
80,transaction,debit,*,regex,(CREDIT\s+CARD\s+(PAYMENT|REPAYMENT(?!\s+PROTECTION))|CC\s+(PAYMENT|REPAYMENT(?!\s+PROTECTION))),0,Miscellaneous Credit Card Repayments,bank,
80,savings,debit,*,regex,(CREDIT\s+CARD\s+(PAYMENT|REPAYMENT(?!\s+PROTECTION))|CC\s+(PAYMENT|REPAYMENT(?!\s+PROTECTION))),0,Miscellaneous Credit Card Repayments,bank,
80,credit card,credit,*,regex,(CC\s+(PAY|PAYMENT|REPAYMENT(?!\s+PROTECTION))|CREDIT\s+CARD\s+PAYMENT|PAYMENT\s+[-]\s+BPAY|EASIPAY\s+PAYMENT),0,Miscellaneous Credit Card Repayments,bank,
80,-,debit,*,regex,\bBPAY\b.*(CARD|MASTERCARD|VISA|CREDIT)|(CARD|MASTERCARD|VISA|CREDIT).*\bBPAY\b,0,Miscellaneous Credit Card Repayments,bank,
80,transaction,debit,*,regex,\bBPAY\b.*(CARD|MASTERCARD|VISA|CREDIT)|(CARD|MASTERCARD|VISA|CREDIT).*\bBPAY\b,0,Miscellaneous Credit Card Repayments,bank,
80,savings,debit,*,regex,\bBPAY\b.*(CARD|MASTERCARD|VISA|CREDIT)|(CARD|MASTERCARD|VISA|CREDIT).*\bBPAY\b,0,Miscellaneous Credit Card Repayments,bank,
70,-,debit,*,regex,\bMASTERCARD\b,0,Miscellaneous Credit Card Repayments,bank,
70,transaction,debit,*,regex,\bMASTERCARD\b,0,Miscellaneous Credit Card Repayments,bank,
70,savings,debit,*,regex,\bMASTERCARD\b,0,Miscellaneous Credit Card Repayments,bank,
70,-,debit,*,regex,(CARD\s+SERVICES|MYCARD\s+CREDIT),0,Miscellaneous Credit Card Repayments,bank,
70,transaction,debit,*,regex,(CARD\s+SERVICES|MYCARD\s+CREDIT),0,Miscellaneous Credit Card Repayments,bank,
80,*,debit,anz,regex,(LOAN\s+(PAYMENT|REDRAW|REPAYMENT)),0,ANZ Loans,contract_loan,
80,*,credit,anz,regex,(LOAN\s+(PAYMENT|REDRAW|REPAYMENT)),0,ANZ Loans,contract_loan,
80,*,debit,cba,regex,(LOAN\s+REPAYMENT\s+LN\s+REPAY|REPAYMENT/PAYMENT|LOAN\s+PYMT\s+DISHONOUR|DISHONOUR\s+OF\s+A\s+PAYMENT|LOAN\s+REDRAW),0,CBA Loans,contract_loan,
80,*,credit,cba,regex,(LOAN\s+REPAYMENT\s+LN\s+REPAY|REPAYMENT/PAYMENT|LOAN\s+PYMT\s+DISHONOUR|DISHONOUR\s+OF\s+A\s+PAYMENT|LOAN\s+REDRAW),0,CBA Loans,contract_loan,
80,*,debit,nab,regex,(LOAN\s+(INSTALMENT|REDRAW|REPAYMENT)|TRANSFER\s+DEBIT\s+LOAN\s+INSTALMENT),0,NAB Loans,contract_loan,
80,*,credit,nab,regex,(LOAN\s+(INSTALMENT|REDRAW|REPAYMENT)),0,NAB Loans,contract_loan,
90,personal loan,credit,westpac,regex,TFR\s+FROM\s+WESTPA\s+C\s+CHOICE,0,WESTPAC Credit Card Repayment,bank,
90,*,*,westpac,regex,WITHDRAWAL MOBILE \d+ TFR Flexi Loan,0,WESTPAC Loans,contract_loan,
90,*,*,westpac,regex,DEPOSIT ONLINE \d+ TFR FROM Flexi Loan,0,WESTPAC Loans,contract_loan,
70,personal loan,*,westpac,regex,(?i)DISBURSEMENT\s+OF\s+FUNDS\s+AS\s+REQUESTED,0,WESTPAC Loans,contract_loan,
80,*,*,westpac,regex,WESTPAC\s+LOAN\s+(REDRAW|REPAYMENT),0,WESTPAC Loans,contract_loan,
90,transaction,credit,westpac,regex,DEPOSIT ONLINE \d+ TFR Low Rate Ma,0,WESTPAC Credit Card Cah Advance,bank,
90,credit card,debit,*,regex,Phone/Internet Tfr To \d+,0,Credit Card Cash Advance,bank,
80,*,*,westpac,regex,CASH\s+ADVANCE\s+Z\d+,0,WESTPAC Credit Card Cah Advance,bank,
80,*,*,*,regex,(AMP)\s+(LOANS),0,AMP Loans,contract_loan,
80,*,*,*,regex,(BANKSA)\s+(LOANS),0,BANKSA Loans,contract_loan,
80,*,*,*,regex,(BANKWEST)\s+(LOANS),0,BANKWEST Loans,contract_loan,
80,*,*,*,regex,(BENDIGO\s+BANK|BENDIGO)\s+(LOANS),0,BENDIGO Loans,contract_loan,
80,*,*,*,regex,(BEYOND\s+BANK|BEYONDBANK)\s+(LOAN\s+REPAYMENT),0,BEYONDBANK Loans,contract_loan,
80,*,*,*,regex,(BANK\s+OF\s+MELBOURNE|BOM)\s+(LOANS),0,BOM Loans,contract_loan,
80,*,*,*,regex,(BOQ|BANK\s+OF\s+QUEENSLAND)\s+(FINANCE|LOAN\s+REDRAW|LOAN\s+REPAYMENT|SPECIALIST\s+LOAN),0,BOQ Loans,contract_loan,
80,*,*,*,regex,(COMMUNITY\s+FIRST\s+CREDIT\s+UNION)\s+(LOANS),0,Community First CU Loans,contract_loan,
80,*,*,*,regex,(CREDIT\s+UNION)\s+(LOANS),0,Credit Union Loans,contract_loan,
80,*,*,*,regex,(GREATER\s+BANK|GREATER)\s+(LOANS|LOAN\s+REDRAW),0,GREATER Loans,contract_loan,
80,*,*,*,regex,(GREAT\s+SOUTHERN\s+BANK)\s+(LOAN\s+REDRAW|LOAN\s+REPAYMENT),0,Great Southern Bank Loans,contract_loan,
80,*,*,*,regex,(HEARTLAND\s+BANK)\s+(LOANS),0,Heartland Bank Loans,contract_loan,
80,*,*,*,regex,(HERITAGE\s+BANK)\s+(LOANS|LOAN\s+REDRAW),0,HERITAGE Loans,contract_loan,
80,*,*,*,regex,(HSBC)\s+(LOANS),0,HSBC Loans,contract_loan,
80,*,*,*,regex,(IMB\s+BANK|IMB)\s+(LOANS),0,IMB Loans,contract_loan,
80,*,*,*,regex,(ING)\s+(LOANS|LOAN\s+REDRAW|LOAN\s+REDRAW\s+CREDIT|LOAN\s+REPAYMENT\s+DEBIT),0,ING Loans,contract_loan,
80,*,*,*,regex,(MACQUARIE\s+BANK|MACQUARIE)\s+(LOAN\s+REPAYMENT),0,MACQUARIE Loans,contract_loan,
80,*,*,*,regex,(ME\s+BANK|MEBANK)\s+(LOANS|LOAN\s+REDRAW),0,MEBANK Loans,contract_loan,
80,*,*,*,regex,(MYSTATE\s+BANK|MYSTATE)\s+(LOANS|LOAN\s+REDRAW|LOAN\s+REPAYMENT),0,MYSTATE Loans,contract_loan,
80,*,*,*,regex,(NEWCASTLE\s+PERMANENT|NEWCASTLE)\s+(LOANS),0,NEWCASTLE Loans,contract_loan,
80,*,*,*,regex,(NZCU)\s+(LOANS),0,NZCU Loans,contract_loan,
80,*,*,*,regex,(PCU)\s+(LOANS),0,PCU Loans,contract_loan,
80,*,*,*,regex,(PEOPLES\s+CHOICE\s+CREDIT\s+UNION|PEOPLESCHOICECU)\s+(LOANS|LOAN\s+REDRAW),0,PeoplesChoiceCU Loans,contract_loan,
80,*,*,*,regex,(QBANK)\s+(LOANS),0,QBANK Loans,contract_loan,
80,*,*,*,regex,(ST\s+GEORGE\s+BANK|ST\s+GEORGE)\s+(LOANS),0,St George Loans,contract_loan,
80,*,*,*,regex,(SUNCORP\s+BANK|SUNCORP)\s+(LOANS|LOAN\s+REDRAW|LOAN\s+REPAYMENT),0,SUNCORP Loans,contract_loan,
80,*,*,*,regex,(TMBANK)\s+(LOANS),0,TMBANK Loans,contract_loan,
80,*,*,*,regex,(TSB\s+NEW\s+ZEALAND|TSBNZ)\s+(LOANS),0,TSBNZ Loans,contract_loan,
80,*,*,*,regex,(UBANK)\s+(LOAN\s+REPAYMENT),0,UBANK Loans,contract_loan,
80,*,*,*,regex,(UNITY\s+BANK)\s+(LOANS),0,Unity Bank Loans,contract_loan,
80,*,*,*,regex,(VIRGIN\s+MONEY)\s+(LOANS),0,Virgin Money Loans,contract_loan,
80,*,*,*,regex,(WESTPAC\s+NEW\s+ZEALAND|WESTPACNZ)\s+(LOANS),0,WESTPACNZ Loans,contract_loan,
80,*,*,*,regex,(1st|first)\s*Choice\s*Rentals|1stchoicerentals,0,1st Choice Rentals,generic_loan,
80,*,*,*,regex,AA\s*All\s*Appliances\s*Rental|aaallappliancesrental|AA\s*All\s*Appliance[s]?,0,AA All Appliances Rental,generic_loan,
80,*,*,*,regex,ANZ\s*Asset\s*Finance|anzassetfinance,0,ANZ Asset Finance,generic_loan,
80,*,*,*,regex,APS\s*Loans|apsloans,0,APS Loans,generic_loan,
80,*,*,*,regex,APositive\s*Workforce\s*Finance|apositiveworkforcefinance,0,APositive Workforce Finance,generic_loan,
80,*,*,*,regex,Alpha\s*Finance|alphafinance,0,Alpha Finance,generic_loan,
80,*,*,*,regex,American\s*Express\s*Business\s*Loan|americanexpressbusinessloan,0,American Express Business Loan,generic_loan,
80,*,*,*,regex,Arteva\s*Funding|artevafunding,0,Arteva Funding,generic_loan,
80,*,*,*,regex,Asset\s*Finance\s*Limited|assetfinancelimited,0,Asset Finance Limited,generic_loan,
80,*,*,*,regex,Asset\s*Finance\s*Shop|assetfinanceshop,0,Asset Finance Shop,generic_loan,
80,*,*,*,regex,Attvest\s*Finance|attvestfinance,0,Attvest Finance,generic_loan,
80,*,*,*,regex,Ausloans,0,Ausloans,generic_loan,
80,*,*,*,regex,Autoflex\s*Leasing|autoflexleasing,0,Autoflex Leasing,generic_loan,
80,*,*,*,regex,Auzcap,0,Auzcap,generic_loan,
80,*,*,*,regex,Avanti\s*Finance|avantifinance,0,Avanti Finance,generic_loan,
80,*,*,*,regex,Azora\s*Finance|azorafinance,0,Azora Finance,generic_loan,
80,*,*,*,regex,BOQ\s*Equipment\s*Finance|boqequipmentfinance,0,BOQ Equipment Finance,generic_loan,
80,*,*,*,regex,Banjo\s*Loans|banjoloans,0,Banjo Loans,generic_loan,
80,*,*,*,regex,Better\s*Rentals|betterrentals,0,Better Rentals,generic_loan,
80,*,*,*,regex,BiiGGA,0,BiiGGA,generic_loan,
80,*,*,*,regex,Bixcel,0,Bixcel,generic_loan,
80,*,*,*,regex,Bizcap,0,Bizcap,generic_loan,
80,*,*,*,regex,Bizfund,0,Bizfund,generic_loan,
80,*,*,*,regex,Business\s*Fuel|businessfuel,0,Business Fuel,generic_loan,
80,*,*,*,regex,Businessloans,0,Businessloans,generic_loan,
80,*,*,*,regex,CFI\s*Finance|cfifinance,0,CFI Finance,generic_loan,
80,*,*,*,regex,CFS\s*Finance|cfsfinance,0,CFS Finance,generic_loan,
80,*,*,*,regex,CampaignAgent,0,CampaignAgent,generic_loan,
80,*,*,*,regex,Capify,0,Capify,generic_loan,
80,*,*,*,regex,Capital\s*Finance|capitalfinance,0,Capital Finance,generic_loan,
80,*,*,*,regex,Capital\s*Plus\s*Finance|capitalplusfinance,0,Capital Plus Finance,generic_loan,
80,*,*,*,regex,Capricorn\s*Society|capricornsociety,0,Capricorn Society,generic_loan,
80,*,*,*,regex,Cashflow\s*Finance|cashflowfinance,0,Cashflow Finance,generic_loan,
80,*,*,*,regex,Center\s*One|centerone,0,Center One,generic_loan,
80,*,*,*,regex,Circlepay,0,Circlepay,generic_loan,
80,*,*,*,regex,Cloudfloat,0,Cloudfloat,generic_loan,
80,*,*,*,regex,Coates,0,Coates,generic_loan,
80,*,*,*,regex,Coogans\s*Finance|coogansfinance,0,Coogans Finance,generic_loan,
80,*,*,*,regex,Credabl\s*Loans|credablloans,0,Credabl Loans,generic_loan,
80,*,*,*,regex,Crown\s*Equipment|crownequipment,0,Crown Equipment,generic_loan,
80,*,*,*,regex,DLL\s*Group|dllgroup,0,DLL Group,generic_loan,
80,*,*,*,regex,Dell\s*Financial\s*Services|dellfinancialservices,0,Dell Financial Services,generic_loan,
80,*,*,*,regex,Difrent\s*Rental|difrentrental,0,Difrent Rental,generic_loan,
80,*,*,*,regex,Direct\s*Appliance\s*Rentals|directappliancerentals,0,Direct Appliance Rentals,generic_loan,
80,*,*,*,regex,Dynamoney,0,Dynamoney,generic_loan,
80,*,*,*,regex,EFT\s*Capital|eftcapital,0,EFT Capital,generic_loan,
80,*,*,*,regex,Earlypay,0,Earlypay,generic_loan,
80,*,*,*,regex,Elantis\s*Premium\s*Funding|elantispremiumfunding,0,Elantis Premium Funding,generic_loan,
80,*,*,*,regex,Essential\s*Appliance\s*Rentals|essentialappliancerentals,0,Essential Appliance Rentals,generic_loan,
80,*,*,*,regex,EveryPay,0,EveryPay,generic_loan,
80,*,*,*,regex,FeeSynergy\s*Finance|feesynergyfinance,0,FeeSynergy Finance,generic_loan,
80,*,*,*,regex,Fifo\s*Capital|fifocapital,0,Fifo Capital,generic_loan,
80,*,*,*,regex,Finance\s*One|financeone,0,Finance One,generic_loan,
80,*,*,*,regex,Finrent,0,Finrent,generic_loan,
80,*,*,*,regex,Finstro,0,Finstro,generic_loan,
80,*,*,*,regex,Finsure,0,Finsure,generic_loan,
80,*,*,*,regex,First\s*Cashflow\s*Solutions|firstcashflowsolutions,0,First Cashflow Solutions,generic_loan,
80,*,*,*,regex,Fleetcare,0,Fleetcare,generic_loan,
80,*,*,*,regex,Flexirent,0,Flexirent,generic_loan,
80,*,*,*,regex,Forget\s*Reg|forgetreg,0,Forget Reg,generic_loan,
80,*,*,*,regex,FundTap,0,FundTap,generic_loan,
80,*,*,*,regex,Funds\s*Now|fundsnow,0,Funds Now,generic_loan,
80,*,*,*,regex,Fundspot,0,Fundspot,generic_loan,
80,*,*,*,regex,GRENKE\s*Australia|grenkeaustralia,0,GRENKE Australia,generic_loan,
80,*,*,*,regex,Geared\s*Finance|gearedfinance,0,Geared Finance,generic_loan,
80,*,*,*,regex,Golden\s*Loans|goldenloans,0,Golden Loans,generic_loan,
80,*,*,*,regex,Group\s*and\s*General\s*Finance|groupandgeneralfinance,0,Group and General Finance,generic_loan,
80,*,*,*,regex,Hirepool,0,Hirepool,generic_loan,
80,*,*,*,regex,Hunter\s*Premium\s*Funding|hunterpremiumfunding,0,Hunter Premium Funding,generic_loan,
80,*,*,*,regex,IBA\s*Loans|ibaloans,0,IBA Loans,generic_loan,
80,*,*,*,regex,Imperial\s*Funding|imperialfunding,0,Imperial Funding,generic_loan,
80,*,*,*,regex,Invoice\s*Money|invoicemoney,0,Invoice Money,generic_loan,
