rule_name,category,pattern,match_type,confidence,counterparty,source
CORIO LUCKY LOTTO,Gambling,CORIO LUCKY LOTTO|CORIO LUCKY LOTTO CORIO|CORIO LUCKY|CORIO LUCKY LOTTO CORIO VI,keyword,0.95,CORIO LUCKY LOTTO,institution
CORNER EXCHANGE LOTTO BELL PARK,Gambling,CORNER EXCHANGE LOTTO BELL PARK,keyword,0.95,CORNER EXCHANGE LOTTO BELL PARK,institution
CORNER EXCHANGE LOTTO O BELL PARK,Gambling,CORNER EXCHANGE LOTTO O BELL PARK,keyword,0.95,CORNER EXCHANGE LOTTO O BELL PARK,institution
CORRIMAL LOTTO & GIF CORRIMAL,Gambling,CORRIMAL LOTTO GIF CORRIMAL|CORRIMAL LOTTO AND GIF CORRIMAL,keyword,0.95,CORRIMAL LOTTO & GIF CORRIMAL,institution
CRAIGIE LOTTERIES NEWS,Gambling,CRAIGIE LOTTERIES NE WSCRAIGIE|CRAIGIE LOTTERIES NEWS|CRAIGIE LOTTERIES NEWS CR AIGIE|CRAIGIE LOTTERIES NEWS CRAIGIE,keyword,0.95,CRAIGIE LOTTERIES NEWS,institution
CRAIGIEBURN LOTTO,Gambling,CRAIGIEBURN LOTTO CRAIGIEBURN|CRAIGIEBURN LOTTO|CRAIGIEBURN LOTTO CRAIGIEBURN VI,keyword,0.95,CRAIGIEBURN LOTTO,institution
CRANBOURNE TURF,Gambling,CRANBOURNE TURF|SEC CRANBOURNE TURF CL FLEMINGTON VI,keyword,0.95,CRANBOURNE TURF,institution
CRANBOURNE W LUCK GIFT,Gambling,CRANBOURNE W LUCK GI FTCRANBOURNE|CRANBOURNE W LUCK GIFT,keyword,0.95,CRANBOURNE W LUCK GIFT,institution
CROSSWAYS NEWS LOTTERY,Gambling,CROSSWAYS NEWS LOTTERY,keyword,0.95,CROSSWAYS NEWS LOTTERY,institution
CROWN BACCARAT ROOM,Gambling,CROWN BACCARAT ROOM|CROWN BACCARAT ROOM BURSWOOD|CROWN BACCARAT,keyword,0.95,CROWN BACCARAT ROOM,institution
CROWN SYD MAHOGANY,Gambling,CROWN SYD MAHOGANY|CROWN SYD MAHOGANY RES,keyword,0.95,CROWN SYD MAHOGANY,institution
CROWN SYDNEY MAHOGANY,Gambling,CROWN SYDNEY MAHOGANY,keyword,0.95,CROWN SYDNEY MAHOGANY,institution
CROYDON LOTTO,Gambling,CROYDON LOTTO|CROYDON LOTTO CROYDON VI,keyword,0.95,CROYDON LOTTO,institution
CS SQUARE LOTTO & NEWS,Gambling,CS SQUARE LOTTO NEWS|CS SQUARE LOTTO NE WSCAROLINE S|CS SQUARE LOTTO NEWS CA ROLINE S|CS SQUARE LOTTO NEWS CAROLINE SPRI VI,keyword,0.95,CS SQUARE LOTTO & NEWS,institution
CURRAMBINE LOTTERY,Gambling,CURRAMBINE LOTTERY,keyword,0.95,CURRAMBINE LOTTERY,institution
CURRAMBINE LOTTERY CURRAM BINE,Gambling,CURRAMBINE LOTTERY CURRAM BINE,keyword,0.95,CURRAMBINE LOTTERY CURRAM BINE,institution
DALLAS NEWS & LOTTO,Gambling,DALLAS NEWS LOTTO|DALLAS NEWS AND LOTTO DALLAS|DALLAS NEWS AND LOTTO DALLAS VIC AU CASH OUT PURCHASE|DALLAS NEWS AND LOTTO DALLAS VI,keyword,0.95,DALLAS NEWS & LOTTO,institution
DANDE LOTTO,Gambling,DANDE LOTTO|DANDE LOTTO DANDENONG VIC AU CASH OUT PURCHASE|DANDE LOTTO DANDENONG VI,keyword,0.95,DANDE LOTTO,institution
DANDENONG LOTTO,Gambling,DANDENONG LOTTO|DANDENONG LOTTO AND NE DA NDENONG|DANDENONG LOTTO AND NE DANDENONG|DANDENONG LOTTO AND NE|DANDENONG LOTTO AND|DANDENONG LOTTO AND NE DANDENONG VI|DANDENONG LOTTO AND NEDANDENONG,keyword,0.95,DANDENONG LOTTO,institution
DANDENONG MARKET LOTTO,Gambling,DANDENONG MARKET LOTTO|DANDENONG MARKET LOTTO DA NDENONG|DANDENONG MARKET LOTTO DANDENONG VI,keyword,0.95,DANDENONG MARKET LOTTO,institution
DANDENONG NORTH LOTTO & N DANDENO,Gambling,DANDENONG NORTH LOTTO N DANDENO,keyword,0.95,DANDENONG NORTH LOTTO & N DANDENO,institution
DANDENONG NORTH LOTTO DANDENONG NOR,Gambling,DANDENONG NORTH LOTTO DANDENONG NOR,keyword,0.95,DANDENONG NORTH LOTTO DANDENONG NOR,institution
DANDENONG PLAZA LOTTO,Gambling,DANDENONG PLAZA LOTTO,keyword,0.95,DANDENONG PLAZA LOTTO,institution
DARRA LOTTO & TOBACCO,Gambling,DARRA LOTTO TOBACCO|DARRA LOTTO TOBACCO DARRA|DARRA LOTTO TOBACCO DARRA QLD AU CASH OUT PURCHASE|DARRA LOTTO TOBACCO DARRA QL,keyword,0.95,DARRA LOTTO & TOBACCO,institution
DELAHEY VILLAGE LOTTO DELAHEY,Gambling,DELAHEY VILLAGE LOTTO DELAHEY|DELAHEY VILLAGE|DELAHEY VILLAGE LOTTO DELAHEY VI,keyword,0.95,DELAHEY VILLAGE LOTTO DELAHEY,institution
DELAHEY VILLAGE LOTTO O DELAHEY,Gambling,DELAHEY VILLAGE LOTTO O DELAHEY,keyword,0.95,DELAHEY VILLAGE LOTTO O DELAHEY,institution
DELAHEY VILLAGE LOTTO O TARNEIT,Gambling,DELAHEY VILLAGE LOTTO O TARNEIT,keyword,0.95,DELAHEY VILLAGE LOTTO O TARNEIT,institution
DELAHEY VILLAGE LOTTO TARNEIT,Gambling,DELAHEY VILLAGE LOTTO TARNEIT|DELAHEY VILLAGE|DELAHEY VILLAGE LOTTO TARNEIT VI,keyword,0.95,DELAHEY VILLAGE LOTTO TARNEIT,institution
DELORAINE NEWS & LOTTO,Gambling,DELORAINE NEWS LOTTO|DELORAINE NEWS LOTTO DELORAINE TA,keyword,0.95,DELORAINE NEWS & LOTTO,institution
DEXTA S NEWS & LOTTO,Gambling,DEXTA S NEWS LOTTO|DEXTA S NEWS AND LOTTO|DEXTA 39 S NEWS AMP LOTTO,keyword,0.95,DEXTA S NEWS & LOTTO,institution
DIAMOND VILLAGE LOTTO,Gambling,DIAMOND VILLAGE LOTTO,keyword,0.95,DIAMOND VILLAGE LOTTO,institution
DIST DOCKLANDS LOTTO,Gambling,DIST DOCKLANDS LOTTO|DIST DOCKLANDS LOTTO DOCKLANDS|DIST DOCKLANDS LOTTO DOCKLANDS VI,keyword,0.95,DIST DOCKLANDS LOTTO,institution
DONCASTER LOTTO,Gambling,DONCASTER LOTTO|DONCASTER LOTTO DONCASTER VI,keyword,0.95,DONCASTER LOTTO,institution
DOOGUES LUCKYLOTTERI ESPERTH,Gambling,DOOGUES LUCKYLOTTERI ESPERTH,keyword,0.95,DOOGUES LUCKYLOTTERI ESPERTH,institution
DOOGUES LUCKYLOTTERIES,Gambling,DOOGUES LUCKYLOTTERIES,keyword,0.95,DOOGUES LUCKYLOTTERIES,institution
DOVETON NEWS & LOTTO,Gambling,DOVETON NEWS LOTTO|DOVETON NEWS LOTTO DOVETON|DOVETON NEWS|DOVETON NEWS LOTTO DOVETON VI|DOVETON NEWS AND LOTTO DOVETON,keyword,0.95,DOVETON NEWS & LOTTO,institution
DREAM DAY LOTTERIES,Gambling,DREAM DAY LOTTERIES|DREAM DAY LOTTERIES BUN BURY,keyword,0.95,DREAM DAY LOTTERIES,institution
DROUIN LOTTO & CARDS DROU IN,Gambling,DROUIN LOTTO CARDS DROU IN,keyword,0.95,DROUIN LOTTO & CARDS DROU IN,institution
DRURY LOTTO SUPERETTE DRURY,Gambling,DRURY LOTTO SUPERETTE DRURY,keyword,0.95,DRURY LOTTO SUPERETTE DRURY,institution
DRYSDALE LOTTO,Gambling,DRYSDALE LOTTO|DRYSDALE LOTTO DRYSDALE VI,keyword,0.95,DRYSDALE LOTTO,institution
DRYSDALE LOTTO DRYSDALE V IC,Gambling,DRYSDALE LOTTO DRYSDALE V IC,keyword,0.95,DRYSDALE LOTTO DRYSDALE V IC,institution
DSP KING SW,Gambling,DSP KING SW|DSP KING SW ES EST,keyword,0.95,DSP KING SW,institution
DUBBO GREYHOUND RACING,Gambling,DUBBO GREYHOUND RACING,keyword,0.95,DUBBO GREYHOUND RACING,institution
DUBBO GREYHOUND RACING CLUB,Gambling,DUBBO GREYHOUND RACING CLUB|DUBBO GREYHOUND RACING CL,keyword,0.95,DUBBO GREYHOUND RACING CLUB,institution
DUBBO HARNESS RACING C,Gambling,DUBBO HARNESS RACING C,keyword,0.95,DUBBO HARNESS RACING C,institution
DUBBO TURF CLUB,Gambling,DUBBO TURF CLUB,keyword,0.95,DUBBO TURF CLUB,institution
DUNDEESLOTS TALLINN ES EST,Gambling,DUNDEESLOTS TALLINN ES EST,keyword,0.95,DUNDEESLOTS TALLINN ES EST,institution
DUNEDIN CASINOS LTD F & DUNEDIN,Gambling,DUNEDIN CASINOS LTD F DUNEDIN,keyword,0.95,DUNEDIN CASINOS LTD F & DUNEDIN,institution
DUNKELD RACING CLUB FLEMINGTON,Gambling,DUNKELD RACING CLUB FLEMINGTON|SEC DUNKELD RACING CLU FLEMINGTON VI,keyword,0.95,DUNKELD RACING CLUB FLEMINGTON,institution
DUNKELD RACING CLUB SWAN HILL,Gambling,DUNKELD RACING CLUB SWAN HILL|SQ DUNKELD RACING CLU SWAN HILL VI|DUNKELD RACING CLU SWAN HILL VI,keyword,0.95,DUNKELD RACING CLUB SWAN HILL,institution
DURGA LOTTO,Gambling,DURGA LOTTO,keyword,0.95,DURGA LOTTO,institution
DURGA LOTTO BYFORD,Gambling,DURGA LOTTO BYFORD,keyword,0.95,DURGA LOTTO BYFORD,institution
E VICPARK CONV & LOTTO EAST VICTORIA,Gambling,E VICPARK CONV LOTTO EAST VICTORIA,keyword,0.95,E VICPARK CONV & LOTTO EAST VICTORIA,institution
EARLYCROW BET MACQ ZETLAND,Gambling,EARLYCROW BET MACQ ZETLAND|EARLYCROW BET MACQ ZETLAND NS,keyword,0.95,EARLYCROW BET MACQ ZETLAND,institution
EARLYCROW BET MACQUAR,Gambling,EARLYCROW BET MACQUAR,keyword,0.95,EARLYCROW BET MACQUAR,institution
EAST DPORT NEWS LOTTO,Gambling,EAST DPORT NEWS LOTTO|EAST DPORT NEWS LOTTO EAST DEVONPOR TA,keyword,0.95,EAST DPORT NEWS LOTTO,institution
EAST END LOTTO,Gambling,EAST END LOTTO,keyword,0.95,EAST END LOTTO,institution
EASTERN HILL LOTTO,Gambling,EASTERN HILL LOTTO|EASTERN HILL LOTTO FITZROY VI,keyword,0.95,EASTERN HILL LOTTO,institution
EASTLANDS LOTTO,Gambling,EASTLANDS LOTTO|EASTLANDS LOTTO ROSNY PAR K|EASTLANDS LOTTO ROSNY PARK|EASTLANDS LOTTO ROSNY PARK TA,keyword,0.95,EASTLANDS LOTTO,institution
EATON FAIR LOTTERY,Gambling,EATON FAIR LOTTERY|EATON FAIR LOTTERY EATON,keyword,0.95,EATON FAIR LOTTERY,institution
ECHOSTATE CROWN MELBO,Gambling,ECHOSTATE CROWN MELBO|ECHOSTATE CROWN,keyword,0.95,ECHOSTATE CROWN MELBO,institution
ECHUCA HARNESS,Gambling,ECHUCA HARNESS|SQ ECHUCA HARNESS RAC ECHUCA VI|ECHUCA HARNESS RAC ECHUCA VI,keyword,0.95,ECHUCA HARNESS,institution
ECHUCA HARNESS RACING,Gambling,SQ ECHUCA HARNESS RACING|ECHUCA HARNESS RACING,keyword,0.95,ECHUCA HARNESS RACING,institution
ECHUCA LUCKY LOTTO,Gambling,ECHUCA LUCKY LOTTO|ECHUCA LUCKY LOTTO ECHUCA VI,keyword,0.95,ECHUCA LUCKY LOTTO,institution
ECHUCA RACING CLUB,Gambling,ECHUCA RACING CLUB ECHUCA VI|SQ ECHUCA RACING CLUB|ECHUCA RACING CLUB,keyword,0.95,ECHUCA RACING CLUB,institution
ECHUCA RACING CLUB UBECHUCA VILLAG,Gambling,ECHUCA RACING CLUB UBECHUCA VILLAG|SQ ECHUCA RACING CL UBECHUCA VILLAG,keyword,0.95,ECHUCA RACING CLUB UBECHUCA VILLAG,institution
ECHUCA SQUARE LOTTO,Gambling,ECHUCA SQUARE LOTTO|ECHUCA SQUARE LOTTO ECHUCA VI,keyword,0.95,ECHUCA SQUARE LOTTO,institution
EDENSOR LOTTO A POS,Gambling,EDENSOR LOTTO A POS|EDENSOR LOTTO A POS EDENSOR PARK|EDENSOR LOTTO A POST EDENSOR PARK|EDENSOR LOTTO A POST EDENSOR PARK NS,keyword,0.95,EDENSOR LOTTO A POS,institution
EDGECLIFF RAILWAY STAT EDGECLIFF,Gambling,EDGECLIFF RAILWAY STAT EDGECLIFF,keyword,0.95,EDGECLIFF RAILWAY STAT EDGECLIFF,institution
ELIZABETH ARCADE LOTTO,Gambling,ELIZABETH ARCADE LOTTO|ELIZABETH ARCADE LOTTO MELBOURNE VI,keyword,0.95,ELIZABETH ARCADE LOTTO,institution
ELSTERNWICK NEWS LOTTO,Gambling,ELSTERNWICK NEWS LOTTO|ELSTERNWICK NEWS LOT TOELSTERNWIC|ELSTERNWICK NEWS LOTTO ELSTERNWICK|ELSTERNWICK NEWS LOTTO ELSTERNWICK VI,keyword,0.95,ELSTERNWICK NEWS LOTTO,institution
ELTHAM LOTTO,Gambling,ELTHAM LOTTO|ELTHAM LOTTO ELTHAM VI,keyword,0.95,ELTHAM LOTTO,institution
EMERALD JOCKEY CLUB IN,Gambling,EMERALD JOCKEY CLUB IN,keyword,0.95,EMERALD JOCKEY CLUB IN,institution
EPAYMENT FROM RACING,Gambling,EPAYMENT FROM RACING|EPAYMENT FROM RACING QLD REF,keyword,0.95,EPAYMENT FROM RACING,institution
EPIC ODDS,Gambling,EPIC ODDS,keyword,0.95,EPIC ODDS,institution
EPPING PLAZA LOTTO,Gambling,EPPING PLAZA LOTTO|EPPING PLAZA LOTTO EPPING VI|SQ EPPING PLAZA LOTTO EPPING VI,keyword,0.95,EPPING PLAZA LOTTO,institution
ERSKINE LOTTERIES NE WSERSKINE,Gambling,ERSKINE LOTTERIES NE WSERSKINE|ERSKINE LOTTERIES NEWS ERSKINE,keyword,0.95,ERSKINE LOTTERIES NE WSERSKINE,institution
ESEM MANAGEMENT PTY LT,Gambling,ESEM MANAGEMENT PTY LT,keyword,0.95,ESEM MANAGEMENT PTY LT,institution
ESPERANCE BAY TURF C BANDY CREEK,Gambling,ESPERANCE BAY TURF C BANDY CREEK,keyword,0.95,ESPERANCE BAY TURF C BANDY CREEK,institution
ESPERANCE BAY TURF C LUESPERANCE,Gambling,ESPERANCE BAY TURF C LUESPERANCE,keyword,0.95,ESPERANCE BAY TURF C LUESPERANCE,institution
ESPERANCE BAY TURF CLUB,Gambling,ESPERANCE BAY TURF CLUB|ESPERANCE BAY TURF CLU|ESPERANCE BAY TURF|ESPERANCE BAY,keyword,0.95,ESPERANCE BAY TURF CLUB,institution
ETERLUCK LOTTERY,Gambling,ETERLUCK LOTTERY|ETERLUCK LOTTERY AND LYNBROOK|ETERLUCK LOTTERY AND LYNBROOK VI,keyword,0.95,ETERLUCK LOTTERY,institution
ETERLUCK LOTTERY & N LYNBROOK,Gambling,ETERLUCK LOTTERY N LYNBROOK|ETERLUCK LOTTERY AND N LYNBROOK,keyword,0.95,ETERLUCK LOTTERY & N LYNBROOK,institution
ETTALONG BEACH LOTTO,Gambling,ETTALONG BEACH LOTTO|ETTALONG BEACH LOTTO ETTALONG BEA,keyword,0.95,ETTALONG BEACH LOTTO,institution
EVERTON PK LOTTO,Gambling,EVERTON PK LOTTO|EVERTON PK LOTTO TOB ACEVERTON PA|EVERTON PK LOTTO TOBAC EVERTON PARK|EVERTON PK LOTTO TOBAC EVERTON PARK QL,keyword,0.95,EVERTON PK LOTTO,institution
EVERTON PK LOTTO TOBACCO,Gambling,EVERTON PK LOTTO TOBACCO,keyword,0.95,EVERTON PK LOTTO TOBACCO,institution
FATBET COM AU MACQ GOSFORD,Gambling,FATBET COM AU MACQ GOSFORD|FATBET COM AU MACQ GOSFORD NS,keyword,0.95,FATBET COM AU MACQ GOSFORD,institution
FATBET COM AU MACQUAR,Gambling,FATBET COM AU MACQUAR,keyword,0.95,FATBET COM AU MACQUAR,institution
FBU STARFISH LAS VEGAS NV,Gambling,FBU STARFISH LAS VEGAS NV|FBU STARFISH LAS VEGAS NV US DOLLAR|FBU STARFISH LAS VEGAS NV USA USD|FBU STARFISH LAS VEGAS NV USA,keyword,0.95,FBU STARFISH LAS VEGAS NV,institution
FIONA STANLEY NEWS GIFTS,Gambling,FIONA STANLEY NEWS GIFTS|FIONA STANLEY NEWS GIFTS AND LOTTERY CENTRE FIONA STANLEY NEWS GIF MURDOCH|FIONA STANLEY NEWS GIFTS AND LOTTERY CENTRE FIONA STANLEY NEWS GIF MURD|FIONA STANLEY NEWS GIFTS AND LOTTERY CENTRE FIONA STANLEY,keyword,0.95,FIONA STANLEY NEWS GIFTS,institution
FLEMINGTON LOTTO,Gambling,FLEMINGTON LOTTO,keyword,0.95,FLEMINGTON LOTTO,institution
FLEMINGTON LOTTO FLEMINGTON,Gambling,FLEMINGTON LOTTO FLEMINGTON,keyword,0.95,FLEMINGTON LOTTO FLEMINGTON,institution
FLEMINGTON RACECOURSE,Gambling,FLEMINGTON RACECOURSE|FLEMINGTON RACECOURSE VICTORIA RACING CLU FLEMINGTON,keyword,0.95,FLEMINGTON RACECOURSE,institution
FLINDERS SQ LUCKYLOT TOYOKINE,Gambling,FLINDERS SQ LUCKYLOT TOYOKINE,keyword,0.95,FLINDERS SQ LUCKYLOT TOYOKINE,institution
FLORDELIZA HUDSON OZLOTTO,Gambling,FLORDELIZA HUDSON OZLOTTO|FLORDELIZA HUDSON OZLOTTO TRANSFER TO,keyword,0.95,FLORDELIZA HUDSON OZLOTTO,institution
FOOT ST NEWS & LOTTO,Gambling,FOOT ST NEWS LOTTO|FOOT ST NEWS AND LOTTO|FOOT ST NEWS AND LOTTO FRANKSTON VIC AU CASH OUT PURCHASE|FOOT ST NEWS AND LOTTO FRANKSTON VI,keyword,0.95,FOOT ST NEWS & LOTTO,institution
FOOTSCRAY LOTTERY CE FOOTSCRAY,Gambling,FOOTSCRAY LOTTERY CE FOOTSCRAY,keyword,0.95,FOOTSCRAY LOTTERY CE FOOTSCRAY,institution
FOOTSCRAY LUCKY LOTTO,Gambling,FOOTSCRAY LUCKY LOTTO|FOOTSCRAY LUCKY LOTTO FOOTSCRAY|FOOTSCRAY LUCKY|FOOTSCRAY LUCKY LOTTO FOOTSCRAY VI,keyword,0.95,FOOTSCRAY LUCKY LOTTO,institution
FOOTSCRAY PLAZA LOTTO,Gambling,FOOTSCRAY PLAZA LOTTO|FOOTSCRAY PLAZA LOTTO FOO TSCRAY|FOOTSCRAY PLAZA LOTTO FOOTSCRAY|FOOTSCRAY PLAZA LOTTO FOOTSCRAY VI,keyword,0.95,FOOTSCRAY PLAZA LOTTO,institution
FOREST HILLS LOTTERI FOREST HILL,Gambling,FOREST HILLS LOTTERI FOREST HILL,keyword,0.95,FOREST HILLS LOTTERI FOREST HILL,institution
FORTUNE KINGDOM PTYLTD,Gambling,FORTUNE KINGDOM PTYLTD,keyword,0.95,FORTUNE KINGDOM PTYLTD,institution
FOUNTAIN GATE BINGO,Gambling,FOUNTAIN GATE BINGO|FOUNTAIN GATE BINGO NAR RE WARREN VI|FOUNTAIN GATE BINGO NARRE WARR|FOUNTAIN GATE BINGO NARRE WARREN VI,keyword,0.95,FOUNTAIN GATE BINGO,institution
FOUNTAIN GATE LOTTO,Gambling,FOUNTAIN GATE LOTTO|FOUNTAIN GATE LOTTO NARRE WARREN|FOUNTAIN GATE LOTTO NARRE WARREN VI,keyword,0.95,FOUNTAIN GATE LOTTO,institution
FOUNTAIN GATE LOTTO NA RRE WARREN V,Gambling,FOUNTAIN GATE LOTTO NA RRE WARREN V,keyword,0.95,FOUNTAIN GATE LOTTO NA RRE WARREN V,institution
FOUNTAIN LOTTO,Gambling,FOUNTAIN LOTTO|FOUNTAIN LOTTO DREAM S NARRE WARRE|FOUNTAIN LOTTO DREAMS NA RRE WARRE VI|FOUNTAIN LOTTO DREAMS NARRE WARREN VI,keyword,0.95,FOUNTAIN LOTTO,institution
FOUNTAIN LOTTO DREAMS,Gambling,FOUNTAIN LOTTO DREAMS,keyword,0.95,FOUNTAIN LOTTO DREAMS,institution
FOURWAYS LOTTO CARD,Gambling,FOURWAYS LOTTO CARD,keyword,0.95,FOURWAYS LOTTO CARD,institution
FOURWAYS LOTTO TOBACCO,Gambling,FOURWAYS LOTTO TOBACCO|FOURWAYS LOTTO TOBACCO DE VONPORT|FOURWAYS LOTTO TOBACCO DEVONPORT TA,keyword,0.95,FOURWAYS LOTTO TOBACCO,institution
FREECHOICE & LOTTO O SYDNEY,Gambling,FREECHOICE LOTTO O SYDNEY|FREECHOICE AND LOTTO O SYDNEY|FREECHOICE AND LOTTO O,keyword,0.95,FREECHOICE & LOTTO O SYDNEY,institution
FREMANTLE LOTTERY CTR,Gambling,FREMANTLE LOTTERY CT R FREMANTLE|FREMANTLE LOTTERY CT R|FREMANTLE LOTTERY CTR|FREMANTLE LOTTERY,keyword,0.95,FREMANTLE LOTTERY CTR,institution
FULL HAND LOTTERY CE NTKARRINYU,Gambling,FULL HAND LOTTERY CE NTKARRINYU|FULL HAND LOTTERY CENT KARRINYUP,keyword,0.95,FULL HAND LOTTERY CE NTKARRINYU,institution
G P MARANTELLI & P G COTTLES BRIDG,Gambling,G P MARANTELLI P G COTTLES BRIDG|G P MARANTELLI AND P G COTTLES BRIDG,keyword,0.95,G P MARANTELLI & P G COTTLES BRIDG,institution
GAIJIN GAMES,Gambling,GAIJIN GAMES|GAIJIN GAMES NICOSIA CY CYP,keyword,0.95,GAIJIN GAMES,institution
GALLERIA LOTTERY CEN,Gambling,GALLERIA LOTTERY CEN,keyword,0.95,GALLERIA LOTTERY CEN,institution
GAMMA SERVICES,Gambling,GAMMA SERVICES|GAMMA SERVICES GB GBR|GAMMA SERVICES GB GBR USD,keyword,0.95,GAMMA SERVICES,institution
GARDEN CITY LOTTERY BOORAGOON,Gambling,GARDEN CITY LOTTERY BO ORAGOON|GARDEN CITY LOTTERY BOORA GOON|GARDEN CITY LOTTERY BOORAGOON,keyword,0.95,GARDEN CITY LOTTERY BOORAGOON,institution
GAWLER GREYHOUND GAWLER,Gambling,GAWLER GREYHOUND GAWLER|GAWLER GREYHOUND,keyword,0.95,GAWLER GREYHOUND GAWLER,institution
GEELONG GREYHOUND RC,Gambling,GEELONG GREYHOUND RC|GEELONG GREYHOUND RC CORIO VI,keyword,0.95,GEELONG GREYHOUND RC,institution
GEELONG HARNESS RACING,Gambling,GEELONG HARNESS RACING,keyword,0.95,GEELONG HARNESS RACING,institution
GEELONG RACING CLUB,Gambling,GEELONG RACING CLUB|GEELONG RACING CLUB BREAKWATER|GEELONG RACING CLUB BREAKWATER VI|SEC GEELONG RACING CLU FLEMINGTON VI,keyword,0.95,GEELONG RACING CLUB,institution
GEELONG RACING CLUB IN BREAKWATER,Gambling,GEELONG RACING CLUB IN BREAKWATER,keyword,0.95,GEELONG RACING CLUB IN BREAKWATER,institution
GERALDTON TURF C LUUTAKARRA,Gambling,GERALDTON TURF C LUUTAKARRA|SQ GERALDTON TURF C LUUTAKARRA,keyword,0.95,GERALDTON TURF C LUUTAKARRA,institution
GERALDTON TURF CLUB,Gambling,GERALDTON TURF CLUB IN|SQ GERALDTON TURF CLU|GERALDTON TURF CLU|SQ GERALDTON TURF CLU UTAKARRA|GERALDTON TURF CLU UTAKARRA|SQ GERALDTON TURF CLUB|GERALDTON TURF CLUB,keyword,0.95,GERALDTON TURF CLUB,institution
GETSLOTS TALLINN ES EST,Gambling,GETSLOTS TALLINN ES EST,keyword,0.95,GETSLOTS TALLINN ES EST,institution
GETSLOTS KING SW,Gambling,GETSLOTS KING SW|GETSLOTS KING SW ES EST,keyword,0.95,GETSLOTS KING SW,institution
GGPOKER DOUGLAS IM,Gambling,GGPOKER DOUGLAS IM|GGPOKER DOUGLAS IM GBR USD|GGPOKER DOUGLAS IM GBR,keyword,0.95,GGPOKER DOUGLAS IM,institution
GGPOKER LONDON IM,Gambling,GGPOKER LONDON IM|GGPOKER LONDON IM GBR USD|GGPOKER LONDON IM GBR,keyword,0.95,GGPOKER LONDON IM,institution
GILBERT LOTTERY,Gambling,GILBERT LOTTERY,keyword,0.95,GILBERT LOTTERY,institution
GILBERTONNEWSLOTTOPOST PRESTON,Gambling,GILBERTONNEWSLOTTOPOST PRESTON|GILBERTONNEWSLOTTOPOST PRESTON VI,keyword,0.95,GILBERTONNEWSLOTTOPOST PRESTON,institution
GJS LOTTERY CENTRENEWS,Gambling,GJS LOTTERY CENTRENEWS,keyword,0.95,GJS LOTTERY CENTRENEWS,institution
GLADSTONE PARK LOTTO,Gambling,GLADSTONE PARK LOTTO|GLADSTONE PARK LOTTO GL ADSTONE PA V|GLADSTONE PARK LOTTO GLADSTONE PA|GLADSTONE PARK LOTTO GLADSTONE PAR VI,keyword,0.95,GLADSTONE PARK LOTTO,institution
GLEN GALA LOTTO,Gambling,GLEN GALA LOTTO|GLEN GALA LOTTO SU SUNSHINE VI,keyword,0.95,GLEN GALA LOTTO,institution
GLENGALA LOTTO & NEWS,Gambling,GLENGALA LOTTO NEWS|GLENGALA LOTTO NEW S SUNSHINE WE|GLENGALA LOTTO NEWS SUNSHINE WE|GLENGALA LOTTO NEWS SUNSHINE WE VIC AU CASH OUT PURCHASE|GLENGALA LOTTO NEWS SUNSHINE WEST VI,keyword,0.95,GLENGALA LOTTO & NEWS,institution
GLENGARRY LOTTO NEWS DUNCRAIG,Gambling,GLENGARRY LOTTO NEWS DUNCRAIG,keyword,0.95,GLENGARRY LOTTO NEWS DUNCRAIG,institution
GLENMORE PARK LOTTO,Gambling,GLENMORE PARK LOTTO|GLENMORE PARK LOTTO GLENMORE PARK NS,keyword,0.95,GLENMORE PARK LOTTO,institution
GLENVIEW LOTTERY CEN TRBALLAJURA,Gambling,GLENVIEW LOTTERY CEN TRBALLAJURA,keyword,0.95,GLENVIEW LOTTERY CEN TRBALLAJURA,institution
GLENVIEW LOTTERY CENTRE BALLAJURA,Gambling,GLENVIEW LOTTERY CENTRE BALLAJURA,keyword,0.95,GLENVIEW LOTTERY CENTRE BALLAJURA,institution
GOLDEN CROWN AREA,Gambling,GOLDEN CROWN AREA|GOLDEN CROWN AREA PTY,keyword,0.95,GOLDEN CROWN AREA,institution
GOLDEN CROWN AREA PT Y GRIFFITH,Gambling,GOLDEN CROWN AREA PT Y GRIFFITH|GOLDEN CROWN AREA PT Y,keyword,0.95,GOLDEN CROWN AREA PT Y GRIFFITH,institution
GOLDEN CROWN BARB,Gambling,SMP GOLDEN CROWN BARB MILL PARK|GOLDEN CROWN BARB MILL PARK|GOLDEN CROWN BARB,keyword,0.95,GOLDEN CROWN BARB,institution
GOLDEN CROWN BYO BALLARAT NORT,Gambling,GOLDEN CROWN BYO BALLARAT NORT|EZI GOLDEN CROWN BYO BALLARAT NORT,keyword,0.95,GOLDEN CROWN BYO BALLARAT NORT,institution
GOLDEN CROWN CAKE CAMPSIE,Gambling,GOLDEN CROWN CAKE CAMPSIE|SQ GOLDEN CROWN CAK E CAMPSIE|SQ GOLDEN CROWN CAKE CAMPSIE NS|GOLDEN CROWN CAKE CAMPSIE NS,keyword,0.95,GOLDEN CROWN CAKE CAMPSIE,institution
GOLDEN CROWN CHINESE,Gambling,GOLDEN CROWN CHINESE|GOLDEN CROWN CHINESE BALLARAT VI,keyword,0.95,GOLDEN CROWN CHINESE,institution
